ULCS_NO,SCHOOL_YEAR,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
"5210","2013-2014","BULLYING",0,"521"
"5260","2013-2014","WEAPONS",4,"526"
"5320","2013-2014","FIRE - INCENDIARY",0,"532"
"5390","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"539"
"5390","2013-2014","SUICIDE",0,"539"
"5410","2013-2014","BULLYING",0,"541"
"5430","2013-2014","TAKE OFF",0,"543"
"5440","2013-2014","HARASSMENT",0,"544"
"5510","2013-2014","THREATS",2,"551"
"5520","2013-2014","DISORDERLY CONDUCT",8,"552"
"5520","2013-2014","ROBBERY",1,"552"
"5590","2013-2014","BOMB SCARE",0,"559"
"5590","2013-2014","THEFT",1,"559"
"5680","2013-2014","SUICIDE",0,"568"
"6090","2013-2014","SUICIDE",0,"609"
"6210","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"621"
"4060","2013-2014","WEAPONS",3,"406"
"4100","2013-2014","HARASSMENT",0,"410"
"4300","2013-2014","SUICIDE",0,"430"
"4350","2013-2014","BURGLARY",0,"435"
"4370","2013-2014","THEFT",0,"437"
"4470","2013-2014","WEAPONS",4,"447"
"4480","2013-2014","VANDALISM",0,"448"
"1280","2013-2014","DISORDERLY CONDUCT",0,"128"
"1340","2013-2014","BOMB SCARE",0,"134"
"1410","2013-2014","TRESPASSING",0,"141"
"4140","2013-2014","BOMB SCARE",0,"414"
"4240","2013-2014","THEFT",0,"424"
"4320","2013-2014","TAKE OFF",0,"432"
"4380","2013-2014","THREATS",3,"438"
"4440","2013-2014","FIRE - INCENDIARY",1,"444"
"4570","2013-2014","ROBBERY",0,"457"
"5020","2013-2014","TAKE OFF",0,"502"
"5020","2013-2014","TRESPASSING",4,"502"
"5150","2013-2014","BURGLARY",0,"515"
"5230","2013-2014","FIRE - INCENDIARY",0,"523"
"1490","2013-2014","ASSAULTS",16,"149"
"2020","2013-2014","HARASSMENT",0,"202"
"2160","2013-2014","MORALS OFFENSES",1,"216"
"2190","2013-2014","ROBBERY",1,"219"
"2260","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"226"
"2410","2013-2014","SUICIDE",0,"241"
"2480","2013-2014","WEAPONS",2,"248"
"2590","2013-2014","DISORDERLY CONDUCT",3,"259"
"6010","2013-2014","SUICIDE",0,"601"
"6040","2013-2014","BURGLARY",0,"604"
"6040","2013-2014","WEAPONS",1,"604"
"6050","2013-2014","TAKE OFF",0,"605"
"6270","2013-2014","DISORDERLY CONDUCT",7,"627"
"6310","2013-2014","ASSAULTS",0,"631"
"6350","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"635"
"6390","2013-2014","BOMB SCARE",0,"639"
"6410","2013-2014","THREATS",1,"641"
"6460","2013-2014","VANDALISM",1,"646"
"7110","2013-2014","VANDALISM",3,"711"
"7200","2013-2014","DISORDERLY CONDUCT",8,"720"
"5050","2013-2014","HARASSMENT",2,"505"
"5070","2013-2014","ROBBERY",1,"507"
"5170","2013-2014","MORALS OFFENSES",2,"517"
"5170","2013-2014","TRESPASSING",0,"517"
"5210","2013-2014","THREATS",1,"521"
"5300","2013-2014","HARASSMENT",0,"530"
"5350","2013-2014","BURGLARY",0,"535"
"5370","2013-2014","HARASSMENT",0,"537"
"5400","2013-2014","ASSAULTS",2,"540"
"5400","2013-2014","BULLYING",0,"540"
"5520","2013-2014","THREATS",0,"552"
"6020","2013-2014","THEFT",0,"602"
"6060","2013-2014","ASSAULTS",26,"606"
"6070","2013-2014","ROBBERY",0,"607"
"1030","2013-2014","MORALS OFFENSES",1,"103"
"1190","2013-2014","BURGLARY",0,"119"
"1340","2013-2014","TRESPASSING",0,"134"
"1370","2013-2014","ROBBERY",0,"137"
"1380","2013-2014","WEAPONS",3,"138"
"1410","2013-2014","DISORDERLY CONDUCT",11,"141"
"2020","2013-2014","BOMB SCARE",0,"202"
"6320","2013-2014","TRESPASSING",1,"632"
"6340","2013-2014","SUICIDE",0,"634"
"6360","2013-2014","WEAPONS",11,"636"
"6540","2013-2014","TAKE OFF",0,"654"
"7110","2013-2014","BULLYING",0,"711"
"7270","2013-2014","FIRE - INCENDIARY",0,"727"
"7290","2013-2014","ASSAULTS",4,"729"
"7300","2013-2014","WEAPONS",2,"730"
"7360","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"736"
"7460","2013-2014","BURGLARY",0,"746"
"7510","2013-2014","HARASSMENT",0,"751"
"1020","2013-2014","VANDALISM",4,"102"
"1030","2013-2014","FIRE - INCENDIARY",0,"103"
"1100","2013-2014","DRUGS & ALCOHOL OFFENSE",11,"110"
"1250","2013-2014","BURGLARY",0,"125"
"1250","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"125"
"1390","2013-2014","BOMB SCARE",0,"139"
"1440","2013-2014","HARASSMENT",2,"144"
"1460","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"146"
"1460","2013-2014","MORALS OFFENSES",1,"146"
"4060","2013-2014","BOMB SCARE",0,"406"
"4280","2013-2014","FIRE - INCENDIARY",0,"428"
"5090","2013-2014","FIRE - INCENDIARY",0,"509"
"5200","2013-2014","BULLYING",0,"520"
"5250","2013-2014","THREATS",2,"525"
"5260","2013-2014","THREATS",1,"526"
"5340","2013-2014","HARASSMENT",0,"534"
"5370","2013-2014","ASSAULTS",1,"537"
"5370","2013-2014","TRESPASSING",0,"537"
"5420","2013-2014","ASSAULTS",11,"542"
"4060","2013-2014","DRUGS & ALCOHOL OFFENSE",6,"406"
"1050","2013-2014","BULLYING",0,"105"
"1060","2013-2014","TRESPASSING",0,"106"
"1200","2013-2014","SUICIDE",0,"120"
"1230","2013-2014","HARASSMENT",0,"123"
"1250","2013-2014","FIRE - INCENDIARY",0,"125"
"1360","2013-2014","DISORDERLY CONDUCT",3,"136"
"1440","2013-2014","FIRE - INCENDIARY",0,"144"
"1440","2013-2014","THEFT",3,"144"
"4270","2013-2014","FIRE - INCENDIARY",0,"427"
"4300","2013-2014","THREATS",4,"430"
"4350","2013-2014","TAKE OFF",0,"435"
"4380","2013-2014","VANDALISM",1,"438"
"4480","2013-2014","BURGLARY",0,"448"
"4560","2013-2014","MORALS OFFENSES",0,"456"
"4560","2013-2014","THEFT",1,"456"
"5020","2013-2014","DRUGS & ALCOHOL OFFENSE",15,"502"
"5060","2013-2014","DISORDERLY CONDUCT",6,"506"
"5060","2013-2014","ROBBERY",2,"506"
"5160","2013-2014","ASSAULTS",32,"516"
"5160","2013-2014","FIRE - INCENDIARY",0,"516"
"5200","2013-2014","BOMB SCARE",0,"520"
"5210","2013-2014","BURGLARY",0,"521"
"5410","2013-2014","MORALS OFFENSES",0,"541"
"5470","2013-2014","TRESPASSING",0,"547"
"6250","2013-2014","TAKE OFF",0,"625"
"6270","2013-2014","TRESPASSING",0,"627"
"2370","2013-2014","BULLYING",1,"237"
"2370","2013-2014","THEFT",1,"237"
"2450","2013-2014","THREATS",2,"245"
"2480","2013-2014","HARASSMENT",0,"248"
"2490","2013-2014","ROBBERY",0,"249"
"2580","2013-2014","BURGLARY",0,"258"
"2580","2013-2014","MORALS OFFENSES",0,"258"
"2650","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"265"
"2650","2013-2014","WEAPONS",0,"265"
"6350","2013-2014","WEAPONS",0,"635"
"6390","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"639"
"6460","2013-2014","BULLYING",0,"646"
"6540","2013-2014","BULLYING",0,"654"
"7150","2013-2014","BOMB SCARE",0,"715"
"7280","2013-2014","ASSAULTS",8,"728"
"7300","2013-2014","THEFT",0,"730"
"7320","2013-2014","MORALS OFFENSES",0,"732"
"7370","2013-2014","MORALS OFFENSES",2,"737"
"7430","2013-2014","THREATS",0,"743"
"7530","2013-2014","DISORDERLY CONDUCT",6,"753"
"7730","2013-2014","BULLYING",0,"773"
"7730","2013-2014","BURGLARY",0,"773"
"8010","2013-2014","THREATS",23,"801"
"8020","2013-2014","MORALS OFFENSES",0,"802"
"2130","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"213"
"2490","2013-2014","BOMB SCARE",0,"249"
"2510","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"251"
"2580","2013-2014","TAKE OFF",0,"258"
"8090","2013-2014","BOMB SCARE",0,"809"
"8230","2013-2014","TAKE OFF",0,"823"
"8240","2013-2014","VANDALISM",8,"824"
"8300","2013-2014","ROBBERY",1,"830"
"8360","2013-2014","SUICIDE",0,"836"
"8390","2013-2014","FIRE - INCENDIARY",0,"839"
"8440","2013-2014","MORALS OFFENSES",4,"844"
"5550","2013-2014","TAKE OFF",0,"555"
"5560","2013-2014","THEFT",1,"556"
"5590","2013-2014","FIRE - INCENDIARY",1,"559"
"6040","2013-2014","DISORDERLY CONDUCT",1,"604"
"6060","2013-2014","ROBBERY",4,"606"
"6060","2013-2014","SUICIDE",2,"606"
"6230","2013-2014","THEFT",0,"623"
"6260","2013-2014","BOMB SCARE",0,"626"
"6320","2013-2014","THREATS",2,"632"
"6320","2013-2014","WEAPONS",1,"632"
"6480","2013-2014","ROBBERY",0,"648"
"7150","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"715"
"7150","2013-2014","THEFT",0,"715"
"7200","2013-2014","WEAPONS",4,"720"
"5480","2013-2014","TRESPASSING",0,"548"
"5480","2013-2014","WEAPONS",0,"548"
"5490","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"549"
"2130","2013-2014","MORALS OFFENSES",0,"213"
"2320","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"232"
"2340","2013-2014","BOMB SCARE",0,"234"
"2540","2013-2014","BULLYING",0,"254"
"2640","2013-2014","THREATS",4,"264"
"1490","2013-2014","FIRE - INCENDIARY",1,"149"
"5510","2013-2014","MORALS OFFENSES",2,"551"
"6050","2013-2014","THEFT",2,"605"
"6070","2013-2014","BOMB SCARE",0,"607"
"6100","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"610"
"6210","2013-2014","ASSAULTS",1,"621"
"6220","2013-2014","WEAPONS",0,"622"
"6230","2013-2014","FIRE - INCENDIARY",0,"623"
"6310","2013-2014","ROBBERY",0,"631"
"6340","2013-2014","ASSAULTS",7,"634"
"6380","2013-2014","FIRE - INCENDIARY",1,"638"
"6390","2013-2014","THEFT",1,"639"
"6450","2013-2014","FIRE - INCENDIARY",0,"645"
"6450","2013-2014","VANDALISM",2,"645"
"6470","2013-2014","BOMB SCARE",0,"647"
"6470","2013-2014","TRESPASSING",0,"647"
"6540","2013-2014","DISORDERLY CONDUCT",2,"654"
"7010","2013-2014","BURGLARY",1,"701"
"7010","2013-2014","DRUGS & ALCOHOL OFFENSE",4,"701"
"7010","2013-2014","THEFT",6,"701"
"8030","2013-2014","TRESPASSING",1,"803"
"4140","2013-2014","HARASSMENT",0,"414"
"4220","2013-2014","BOMB SCARE",0,"422"
"4220","2013-2014","THREATS",1,"422"
"4240","2013-2014","FIRE - INCENDIARY",0,"424"
"4280","2013-2014","TRESPASSING",0,"428"
"8200","2013-2014","BULLYING",0,"820"
"8210","2013-2014","TAKE OFF",0,"821"
"8230","2013-2014","FIRE - INCENDIARY",0,"823"
"8310","2013-2014","TRESPASSING",0,"831"
"8320","2013-2014","WEAPONS",1,"832"
"8370","2013-2014","THREATS",0,"837"
"8380","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"838"
"8430","2013-2014","VANDALISM",1,"843"
"4320","2013-2014","VANDALISM",0,"432"
"2020","2013-2014","VANDALISM",0,"202"
"2130","2013-2014","BOMB SCARE",0,"213"
"2130","2013-2014","VANDALISM",0,"213"
"2140","2013-2014","ROBBERY",4,"214"
"2240","2013-2014","THREATS",1,"224"
"2410","2013-2014","BOMB SCARE",0,"241"
"2450","2013-2014","ASSAULTS",6,"245"
"2450","2013-2014","BURGLARY",0,"245"
"2470","2013-2014","ROBBERY",0,"247"
"2650","2013-2014","ROBBERY",0,"265"
"1470","2013-2014","BULLYING",1,"147"
"7390","2013-2014","HARASSMENT",0,"739"
"7440","2013-2014","TAKE OFF",0,"744"
"7460","2013-2014","BOMB SCARE",0,"746"
"7460","2013-2014","SUICIDE",0,"746"
"7730","2013-2014","VANDALISM",7,"773"
"8040","2013-2014","THREATS",0,"804"
"8120","2013-2014","DISORDERLY CONDUCT",24,"812"
"8260","2013-2014","TAKE OFF",0,"826"
"8350","2013-2014","VANDALISM",8,"835"
"8370","2013-2014","BULLYING",0,"837"
"8400","2013-2014","SUICIDE",0,"840"
"8410","2013-2014","DISORDERLY CONDUCT",20,"841"
"8410","2013-2014","THREATS",7,"841"
"8440","2013-2014","THEFT",0,"844"
"8560","2013-2014","VANDALISM",0,"856"
"7200","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"720"
"5480","2013-2014","ROBBERY",0,"548"
"5490","2013-2014","ROBBERY",0,"549"
"5600","2013-2014","MORALS OFFENSES",0,"560"
"6030","2013-2014","TAKE OFF",0,"603"
"6090","2013-2014","MORALS OFFENSES",2,"609"
"6230","2013-2014","BOMB SCARE",0,"623"
"6340","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"634"
"6390","2013-2014","ROBBERY",0,"639"
"6410","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"641"
"6430","2013-2014","BULLYING",0,"643"
"6460","2013-2014","MORALS OFFENSES",1,"646"
"7110","2013-2014","HARASSMENT",1,"711"
"7260","2013-2014","DISORDERLY CONDUCT",8,"726"
"7260","2013-2014","FIRE - INCENDIARY",0,"726"
"7280","2013-2014","TAKE OFF",0,"728"
"7290","2013-2014","MORALS OFFENSES",1,"729"
"7290","2013-2014","THREATS",0,"729"
"7330","2013-2014","THREATS",0,"733"
"7400","2013-2014","BULLYING",0,"740"
"7440","2013-2014","TRESPASSING",0,"744"
"7730","2013-2014","MORALS OFFENSES",0,"773"
"8230","2013-2014","THREATS",0,"823"
"8270","2013-2014","TAKE OFF",0,"827"
"8270","2013-2014","THEFT",0,"827"
"8300","2013-2014","SUICIDE",9,"830"
"8360","2013-2014","VANDALISM",1,"836"
"8390","2013-2014","BULLYING",0,"839"
"5020","2013-2014","ROBBERY",0,"502"
"5060","2013-2014","MORALS OFFENSES",1,"506"
"5070","2013-2014","WEAPONS",1,"507"
"5210","2013-2014","HARASSMENT",2,"521"
"5230","2013-2014","DISORDERLY CONDUCT",5,"523"
"5250","2013-2014","SUICIDE",0,"525"
"5320","2013-2014","MORALS OFFENSES",1,"532"
"5490","2013-2014","THREATS",1,"549"
"5520","2013-2014","FIRE - INCENDIARY",0,"552"
"5560","2013-2014","HARASSMENT",0,"556"
"5600","2013-2014","WEAPONS",5,"560"
"5680","2013-2014","DISORDERLY CONDUCT",3,"568"
"5680","2013-2014","WEAPONS",1,"568"
"1190","2013-2014","THEFT",1,"119"
"1230","2013-2014","WEAPONS",2,"123"
"1250","2013-2014","ASSAULTS",0,"125"
"1290","2013-2014","BURGLARY",0,"129"
"1370","2013-2014","BULLYING",0,"137"
"1490","2013-2014","MORALS OFFENSES",2,"149"
"1580","2013-2014","WEAPONS",1,"158"
"5060","2013-2014","THEFT",2,"506"
"5200","2013-2014","MORALS OFFENSES",0,"520"
"5330","2013-2014","SUICIDE",0,"533"
"5430","2013-2014","BULLYING",0,"543"
"5440","2013-2014","DISORDERLY CONDUCT",8,"544"
"5450","2013-2014","VANDALISM",0,"545"
"5480","2013-2014","THEFT",0,"548"
"5520","2013-2014","BURGLARY",0,"552"
"5520","2013-2014","SUICIDE",0,"552"
"5530","2013-2014","SUICIDE",0,"553"
"6010","2013-2014","DRUGS & ALCOHOL OFFENSE",14,"601"
"6010","2013-2014","TAKE OFF",0,"601"
"6030","2013-2014","FIRE - INCENDIARY",0,"603"
"6210","2013-2014","DISORDERLY CONDUCT",11,"621"
"6260","2013-2014","ROBBERY",0,"626"
"6300","2013-2014","THREATS",2,"630"
"5300","2013-2014","ASSAULTS",0,"530"
"5020","2013-2014","THREATS",5,"502"
"1020","2013-2014","THREATS",6,"102"
"1030","2013-2014","DISORDERLY CONDUCT",51,"103"
"1050","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"105"
"1130","2013-2014","MORALS OFFENSES",0,"113"
"1250","2013-2014","THREATS",0,"125"
"1280","2013-2014","WEAPONS",0,"128"
"1290","2013-2014","ASSAULTS",5,"129"
"1350","2013-2014","BURGLARY",0,"135"
"1350","2013-2014","DISORDERLY CONDUCT",8,"135"
"1420","2013-2014","FIRE - INCENDIARY",0,"142"
"2020","2013-2014","WEAPONS",1,"202"
"2130","2013-2014","ASSAULTS",0,"213"
"5370","2013-2014","BURGLARY",0,"537"
"5450","2013-2014","BULLYING",0,"545"
"6020","2013-2014","ASSAULTS",0,"602"
"6030","2013-2014","DRUGS & ALCOHOL OFFENSE",20,"603"
"6050","2013-2014","FIRE - INCENDIARY",0,"605"
"6250","2013-2014","THREATS",0,"625"
"6270","2013-2014","THEFT",0,"627"
"6320","2013-2014","SUICIDE",0,"632"
"6360","2013-2014","BULLYING",0,"636"
"6390","2013-2014","THREATS",0,"639"
"7310","2013-2014","SUICIDE",0,"731"
"1580","2013-2014","ROBBERY",0,"158"
"2000","2013-2014","TAKE OFF",0,"200"
"2160","2013-2014","THEFT",2,"216"
"2190","2013-2014","BOMB SCARE",0,"219"
"2290","2013-2014","DISORDERLY CONDUCT",6,"229"
"2320","2013-2014","THEFT",1,"232"
"2380","2013-2014","BURGLARY",0,"238"
"2390","2013-2014","TRESPASSING",1,"239"
"2480","2013-2014","MORALS OFFENSES",0,"248"
"2520","2013-2014","HARASSMENT",0,"252"
"7350","2013-2014","BULLYING",0,"735"
"7370","2013-2014","ASSAULTS",10,"737"
"7370","2013-2014","WEAPONS",4,"737"
"7460","2013-2014","ASSAULTS",2,"746"
"7460","2013-2014","THREATS",0,"746"
"7470","2013-2014","THEFT",0,"747"
"7530","2013-2014","THREATS",1,"753"
"7730","2013-2014","DRUGS & ALCOHOL OFFENSE",3,"773"
"8140","2013-2014","THREATS",1,"814"
"8200","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"820"
"8270","2013-2014","ASSAULTS",0,"827"
"8300","2013-2014","BURGLARY",0,"830"
"8350","2013-2014","BURGLARY",1,"835"
"8360","2013-2014","DISORDERLY CONDUCT",0,"836"
"2690","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"269"
"7310","2013-2014","TRESPASSING",0,"731"
"7330","2013-2014","BURGLARY",0,"733"
"7370","2013-2014","TRESPASSING",0,"737"
"7470","2013-2014","HARASSMENT",0,"747"
"8250","2013-2014","BULLYING",0,"825"
"8310","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"831"
"8340","2013-2014","BOMB SCARE",0,"834"
"8340","2013-2014","BURGLARY",0,"834"
"8390","2013-2014","WEAPONS",2,"839"
"8560","2013-2014","MORALS OFFENSES",0,"856"
"1010","2013-2014","VANDALISM",13,"101"
"1030","2013-2014","ASSAULTS",28,"103"
"1290","2013-2014","TRESPASSING",2,"129"
"1330","2013-2014","MORALS OFFENSES",0,"133"
"1400","2013-2014","SUICIDE",0,"140"
"1440","2013-2014","TRESPASSING",0,"144"
"2090","2013-2014","ASSAULTS",0,"209"
"6390","2013-2014","BURGLARY",1,"639"
"6450","2013-2014","BURGLARY",0,"645"
"6470","2013-2014","ASSAULTS",5,"647"
"6480","2013-2014","HARASSMENT",0,"648"
"7010","2013-2014","WEAPONS",9,"701"
"7120","2013-2014","ROBBERY",10,"712"
"7200","2013-2014","VANDALISM",0,"720"
"7290","2013-2014","FIRE - INCENDIARY",2,"729"
"7290","2013-2014","ROBBERY",0,"729"
"7430","2013-2014","ASSAULTS",7,"743"
"7470","2013-2014","THREATS",1,"747"
"7500","2013-2014","THEFT",0,"750"
"7530","2013-2014","VANDALISM",1,"753"
"8140","2013-2014","SUICIDE",0,"814"
"8180","2013-2014","BURGLARY",0,"818"
"8240","2013-2014","BOMB SCARE",0,"824"
"6450","2013-2014","ASSAULTS",0,"645"
"2470","2013-2014","HARASSMENT",0,"247"
"2520","2013-2014","SUICIDE",0,"252"
"2590","2013-2014","BOMB SCARE",0,"259"
"2590","2013-2014","SUICIDE",0,"259"
"2650","2013-2014","BOMB SCARE",0,"265"
"2670","2013-2014","BULLYING",0,"267"
"6470","2013-2014","DISORDERLY CONDUCT",19,"647"
"7110","2013-2014","THEFT",13,"711"
"7120","2013-2014","BULLYING",0,"712"
"7270","2013-2014","BULLYING",0,"727"
"7370","2013-2014","THREATS",3,"737"
"7380","2013-2014","VANDALISM",0,"738"
"7390","2013-2014","THREATS",1,"739"
"7490","2013-2014","HARASSMENT",0,"749"
"7530","2013-2014","MORALS OFFENSES",1,"753"
"8030","2013-2014","HARASSMENT",7,"803"
"8090","2013-2014","FIRE - INCENDIARY",0,"809"
"8180","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"818"
"8260","2013-2014","HARASSMENT",0,"826"
"8260","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"826"
"8260","2013-2014","VANDALISM",1,"826"
"8360","2013-2014","ASSAULTS",0,"836"
"8440","2013-2014","TAKE OFF",0,"844"
"4220","2013-2014","ASSAULTS",4,"422"
"4480","2013-2014","FIRE - INCENDIARY",0,"448"
"4480","2013-2014","TAKE OFF",0,"448"
"8320","2013-2014","DISORDERLY CONDUCT",11,"832"
"2240","2013-2014","VANDALISM",0,"224"
"2390","2013-2014","THEFT",2,"239"
"2410","2013-2014","MORALS OFFENSES",0,"241"
"2540","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"254"
"2690","2013-2014","TAKE OFF",0,"269"
"8360","2013-2014","FIRE - INCENDIARY",0,"836"
"8380","2013-2014","BURGLARY",0,"838"
"1050","2013-2014","HARASSMENT",0,"105"
"1200","2013-2014","ROBBERY",0,"120"
"1260","2013-2014","FIRE - INCENDIARY",0,"126"
"1340","2013-2014","TAKE OFF",0,"134"
"1370","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"137"
"1400","2013-2014","TAKE OFF",0,"140"
"1420","2013-2014","THREATS",0,"142"
"1440","2013-2014","WEAPONS",1,"144"
"4030","2013-2014","THREATS",0,"403"
"4220","2013-2014","ROBBERY",0,"422"
"4300","2013-2014","VANDALISM",0,"430"
"4370","2013-2014","TRESPASSING",0,"437"
"4460","2013-2014","BOMB SCARE",0,"446"
"4570","2013-2014","SUICIDE",0,"457"
"5090","2013-2014","MORALS OFFENSES",0,"509"
"4280","2013-2014","THREATS",1,"428"
"4460","2013-2014","BULLYING",0,"446"
"4530","2013-2014","TRESPASSING",0,"453"
"5250","2013-2014","BULLYING",0,"525"
"5300","2013-2014","VANDALISM",0,"530"
"5330","2013-2014","TRESPASSING",0,"533"
"5350","2013-2014","VANDALISM",0,"535"
"5420","2013-2014","BURGLARY",0,"542"
"5150","2013-2014","WEAPONS",0,"515"
"5210","2013-2014","TRESPASSING",0,"521"
"5350","2013-2014","MORALS OFFENSES",0,"535"
"5370","2013-2014","FIRE - INCENDIARY",0,"537"
"5490","2013-2014","DISORDERLY CONDUCT",13,"549"
"5520","2013-2014","THEFT",1,"552"
"5530","2013-2014","MORALS OFFENSES",0,"553"
"5600","2013-2014","THREATS",4,"560"
"6060","2013-2014","THEFT",4,"606"
"6070","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"607"
"6090","2013-2014","BULLYING",0,"609"
"6200","2013-2014","WEAPONS",5,"620"
"4020","2013-2014","FIRE - INCENDIARY",1,"402"
"4020","2013-2014","HARASSMENT",0,"402"
"4030","2013-2014","HARASSMENT",0,"403"
"4270","2013-2014","BULLYING",0,"427"
"4470","2013-2014","TAKE OFF",0,"447"
"4530","2013-2014","ROBBERY",0,"453"
"1020","2013-2014","HARASSMENT",0,"102"
"1050","2013-2014","WEAPONS",0,"105"
"1060","2013-2014","BOMB SCARE",0,"106"
"1060","2013-2014","THREATS",0,"106"
"1130","2013-2014","BOMB SCARE",1,"113"
"1130","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"113"
"1130","2013-2014","WEAPONS",0,"113"
"1200","2013-2014","WEAPONS",5,"120"
"1280","2013-2014","ASSAULTS",0,"128"
"1400","2013-2014","ASSAULTS",0,"140"
"1470","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"147"
"1470","2013-2014","HARASSMENT",0,"147"
"4280","2013-2014","TAKE OFF",0,"428"
"4370","2013-2014","BULLYING",0,"437"
"4530","2013-2014","VANDALISM",2,"453"
"5070","2013-2014","THEFT",9,"507"
"5090","2013-2014","WEAPONS",0,"509"
"5230","2013-2014","WEAPONS",0,"523"
"2000","2013-2014","DISORDERLY CONDUCT",17,"200"
"2020","2013-2014","SUICIDE",0,"202"
"2140","2013-2014","VANDALISM",0,"214"
"2160","2013-2014","WEAPONS",2,"216"
"2210","2013-2014","ROBBERY",0,"221"
"2240","2013-2014","SUICIDE",0,"224"
"2320","2013-2014","HARASSMENT",1,"232"
"2490","2013-2014","VANDALISM",0,"249"
"2510","2013-2014","BOMB SCARE",0,"251"
"2540","2013-2014","VANDALISM",0,"254"
"2590","2013-2014","ROBBERY",1,"259"
"2620","2013-2014","TAKE OFF",0,"262"
"6020","2013-2014","TAKE OFF",0,"602"
"6020","2013-2014","TRESPASSING",0,"602"
"6030","2013-2014","SUICIDE",1,"603"
"6100","2013-2014","DISORDERLY CONDUCT",20,"610"
"6270","2013-2014","ASSAULTS",1,"627"
"6300","2013-2014","TAKE OFF",0,"630"
"6300","2013-2014","THEFT",0,"630"
"6360","2013-2014","BURGLARY",2,"636"
"6390","2013-2014","VANDALISM",1,"639"
"6410","2013-2014","BOMB SCARE",0,"641"
"6480","2013-2014","DISORDERLY CONDUCT",1,"648"
"7010","2013-2014","TAKE OFF",0,"701"
"7110","2013-2014","TRESPASSING",4,"711"
"5090","2013-2014","DISORDERLY CONDUCT",7,"509"
"5160","2013-2014","THREATS",13,"516"
"5230","2013-2014","TAKE OFF",0,"523"
"5260","2013-2014","BURGLARY",0,"526"
"5260","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"526"
"5530","2013-2014","BULLYING",0,"553"
"6030","2013-2014","THREATS",3,"603"
"6040","2013-2014","BULLYING",0,"604"
"6070","2013-2014","VANDALISM",0,"607"
"6090","2013-2014","TAKE OFF",0,"609"
"6220","2013-2014","THEFT",1,"622"
"1290","2013-2014","DISORDERLY CONDUCT",12,"129"
"1360","2013-2014","SUICIDE",0,"136"
"1400","2013-2014","THEFT",1,"140"
"1420","2013-2014","ROBBERY",0,"142"
"1460","2013-2014","BURGLARY",0,"146"
"1470","2013-2014","MORALS OFFENSES",0,"147"
"6340","2013-2014","BULLYING",1,"634"
"6340","2013-2014","BURGLARY",0,"634"
"6360","2013-2014","THEFT",3,"636"
"6390","2013-2014","MORALS OFFENSES",0,"639"
"6470","2013-2014","WEAPONS",4,"647"
"7110","2013-2014","DISORDERLY CONDUCT",67,"711"
"7290","2013-2014","VANDALISM",2,"729"
"7370","2013-2014","HARASSMENT",0,"737"
"7380","2013-2014","DISORDERLY CONDUCT",4,"738"
"7400","2013-2014","VANDALISM",5,"740"
"7470","2013-2014","ROBBERY",0,"747"
"7500","2013-2014","VANDALISM",1,"750"
"7530","2013-2014","BULLYING",0,"753"
"7730","2013-2014","BOMB SCARE",0,"773"
"1010","2013-2014","BOMB SCARE",0,"101"
"1010","2013-2014","HARASSMENT",1,"101"
"1060","2013-2014","VANDALISM",0,"106"
"1100","2013-2014","BURGLARY",3,"110"
"1190","2013-2014","MORALS OFFENSES",0,"119"
"1290","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"129"
"1350","2013-2014","THREATS",1,"135"
"1360","2013-2014","HARASSMENT",0,"136"
"1370","2013-2014","MORALS OFFENSES",3,"137"
"1460","2013-2014","THREATS",0,"146"
"4140","2013-2014","SUICIDE",0,"414"
